115,Agent,102,Active,The Arc,900,1.33,Partially Furnished,3,2,[Badminton Court~24 Hours Security~Swimming Pool],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1200,Persiaran Bestari,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
116,Agent,102,Active,The Arc,913,1.2,Partially Furnished,3,2,[Badminton Court~24 Hours Security~Swimming Pool],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1100,Persiaran Bestari,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
117,Agent,110,Active,Mutiara Ville,500,1.9,Fully Furnished,1,1,[Swimming Pool~24 Hours Security~Gym~Car Park],[Air Conditioning~Fridge~Washing Machine~Water Heater],950,Persiaran Bestari,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
118,Agent,111,Active,Mutiara Ville,1000,1.3,Fully Furnished,3,2,[Swimming Pool~24 Hours Security~Gym~Car Park],[Air Conditioning~Fridge~Washing Machine~Water Heater],1299,Persiaran Sepang Off Persiaran Multimedia,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
119,Agent,112,Active,Mutiara Ville,1000,1.2,Fully Furnished,3,2,[Swimming Pool~24 Hours Security~Gym~Car Park],[Air Conditioning~Fridge~Washing Machine~Water Heater],1200,Persiaran Sepang Off Persiaran Multimedia,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
120,Agent,113,Active,Mutiara Ville,979,1.23,Partially Furnished,3,2,[Swimming Pool~24 Hours Security~Gym~Car Park],[Air Conditioning~Fridge~Washing Machine~Water Heater],1200,Persiaran Sepang Off Persiaran Multimedia,Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
121,Agent,114,Active,Garden Plaza,450,1.78,Fully Furnished,1,2,[Swimming Pool~Gym],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],800,"Persiaran APEC, Off Persiaran Utara",Cyberjaya,Selangor,Service Residence,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
122,Agent,114,Active,Garden Plaza,450,1.56,Fully Furnished,3,2,[Swimming Pool~Gym],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],700,"Persiaran APEC, Off Persiaran Utara",Cyberjaya,Selangor,Service Residence,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
123,Agent,114,Active,Garden Plaza,700,1.43,Fully Furnished,2,2,[Swimming Pool~Gym],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],999,"Persiaran APEC, Off Persiaran Utara",Cyberjaya,Selangor,Service Residence,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
124,Agent,115,Active,Garden Plaza,465,1.83,Fully Furnished,1,1,[Swimming Pool~Gym],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],850,"Persiaran APEC, Off Persiaran Utara",Cyberjaya,Selangor,Condominium,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
125,Agent,116,Active,Tamarind Suites,669,2.02,Fully Furnished,1,1,[Swimming Pool~Gym~24 Hours Security],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1350,Tamarind Square,Cyberjaya,Selangor,Duplex,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
126,Agent,116,Active,Tamarind Suites,669,1.57,Partially Furnished,1,1,[Swimming Pool~Gym~24 Hours Security],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1050,Tamarind Square,Cyberjaya,Selangor,Duplex,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
127,Agent,116,Active,Tamarind Suites,720,1.94,Fully Furnished,1,1,[Swimming Pool~Gym~24 Hours Security],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1400,Tamarind Square,Cyberjaya,Selangor,Duplex,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
128,Agent,116,Active,Tamarind Suites,669,2.09,Fully Furnished,1,1,[Swimming Pool~Gym~24 Hours Security],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1400,Tamarind Square,Cyberjaya,Selangor,Duplex,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
129,Agent,116,Active,Tamarind Suites,750,2.13,Fully Furnished,2,1,[Swimming Pool~Gym~24 Hours Security],[Air Conditioning~Fridge~TV~Washing Machine~Water Heater],1600,Tamarind Square,Cyberjaya,Selangor,Duplex,[@images/StoredImages/Web capture_26-10-2021_151215_nkbihfbeogaeaoehlefnkodbefgpgknn.jpeg]
